Accession Code (sample#),LakeName,DEC_Code,Date,Z max (m),Sample Type,Sample Z (m),Sample Layer,Secchi (m),Conductivity (umhos),pH_air_eq,ANC(ueq/L),NH4-N (ug N/L),NH4+ (mg/L),NH4+ (ueq/L),DIC (mg/L),DOC (mg/L),F (mg/L),Cl (mg/L),Cl (ueq/L),NO3-N (mg N/L),NO3- (mg/L),NO3- (ueq/L),SO4-S (mg S/L),SO4-- (mg/L),SO4-- (ueq/L),Total P (ug/L),MRP    (ug P/L),TFP (ug/L),TN (mg/L),Chla (ug/L),Si (mg/l),Dissolved Silica SiO2 (mg/l),Na (mg/L),Na (ueq/L),K (mg/L),K (ueq/L),Fe (mg/L),Mg (mg/L),Mg (ueq/L),Ca (mg/L),Ca (ueq/L),Total Al (ug/L),Total mono Al (ug/L),Nonlabile mono Al (ug/L),Labile mono Ali (ug/L),Hydrologic Type,Watershed,Watershed area (ha),lake volume (m3),WA/SA ratio,surface area (ha),surface area (m2)
10046534,Constable,40777,12-Jul-00,3.9,G,3,Yh,3.25,22.3,4.77,-24.15,7.18,0.01,0.51,0.5,7.21,0.02,,,0.1,0.46,7.37,1.31,3.94,78.72,6.4,1.33,2.43,0.41,0.98,1.43,2.87,0.38,16.25,0.26,6.58,0.39,0.2,16.4,1.33,65.37,483.27,232.1,128.89,103.21,TDL,black,945.1,434780,45.9,20.6,206000
10046606,Constable,40777,15-Aug-00,4,G,4,Yh,2.2,21.7,4.77,-13.41,80.24,0.1,5.68,2.38,8.12,0.05,0.31,8.74,0.04,0.17,2.69,1.36,4.09,81.78,7.46,1.93,1.82,0.63,1.25,1.62,3.24,0.39,16.77,0.28,6.95,0.9,0.19,15.83,1.35,66.1,534,279.11,153.61,125.5,TDL,black,945.1,434780,45.9,20.6,206000
10146120,Constable,40777,6-Sep-01,4.2,G,3.5,Yh,3.7,16,5.23,-5.27,21.02,0.03,1.49,0.51,3.18,0.01,0.36,9.97,0.06,0.24,3.9,1.44,4.32,86.4,2.63,3.2,,0.33,1.22,0.92,1.84,0.61,26.27,0.31,7.68,0.33,0.23,18.61,1.35,65.95,281.98,123.16,10.45,112.71,TDL,black,945.1,434780,45.9,20.6,206000
10346122,Constable,40777,7-Aug-03,4.2,G,3.5,Yh,1.75,17.7,5.22,2.81,79.12,0.1,5.6,1.43,4.05,0.04,0.29,8.04,0.05,0.23,3.68,1.47,4.41,88.26,7.2,1.55,1.32,0.58,1.87,1.03,2.05,0.51,22.1,0.39,9.8,0.78,0.23,18.86,1.39,67.91,417.16,143.11,47.41,95.71,TDL,black,945.1,434780,45.9,20.6,206000
10446036,Constable,40777,21-Jul-04,4.3,G,4,Yh,2.5,16.1,5.18,6.11,133.25,0.17,9.42,3.71,3.77,0.05,0.25,6.89,0.01,0.06,0.89,1.3,3.89,77.76,11.12,4.18,2.34,0.71,,0.77,1.54,0.55,23.61,0.41,10.15,,0.25,20.5,1.19,58.36,592.44,143.55,75.8,67.75,TDL,black,945.1,434780,45.9,20.6,206000
10446122,Constable,40777,4-Aug-04,4.2,G,4,Yh,2.1,22.6,5.54,28.2,,,,5.64,7.65,0.04,0.28,7.84,0.01,0.06,0.89,1.23,3.69,73.8,12.02,,3.63,,2.09,1.14,2.29,0.53,22.66,0.45,11.13,,0.25,20.66,1.31,64.24,734.13,120.78,77.39,43.39,TDL,black,945.1,434780,45.9,20.6,206000
10546036,Constable,40777,13-Jul-05,4.1,G,3,Yh,2.5,17.6,5.16,0.26,16.8,0.02,1.19,0.99,3.08,0.05,0.47,13.27,0.08,0.38,6,1.33,3.99,79.8,6.26,2.27,2.83,0.37,3.34,0.76,1.53,0.62,26.45,0.41,10.23,0.47,0.23,18.86,1.27,62.23,324.9,112.12,37.72,74.39,TDL,black,945.1,434780,45.9,20.6,206000
10546121,Constable,40777,10-Aug-05,4.1,G,3.5,Yh,3.3,19.4,5,-3.04,45.7,0.06,3.23,2.71,5.43,0.05,0.45,12.63,0.07,0.3,4.75,1.2,3.6,72,5.96,3.73,2.27,0.62,3.01,1.89,3.79,0.59,25.37,0.37,9.2,1.4,0.21,17.06,1.13,55.22,453.98,185.91,97.3,88.61,TDL,black,945.1,434780,45.9,20.6,206000
10646036,Constable,40777,14-Jul-06,4.6,G,4,Yh,2.3,21.6,4.76,-12.01,48.8,0.06,3.45,2.28,6.83,0.04,0.38,10.7,0.04,0.2,3.13,1.17,3.51,70.2,11.01,2.67,2.56,0.67,0.84,1.63,3.25,0.45,19.22,0.25,6.18,1.2,0.18,14.43,0.94,46.06,689.85,244.95,135,109.96,TDL,black,945.1,434780,45.9,20.6,206000
10646123,Constable,40777,10-Aug-06,4.1,G,3,Yh,1.7,18.7,4.95,-2.86,92.4,0.12,6.54,3.62,4.98,0.05,0.27,7.53,0.01,0.06,0.89,1.13,3.39,67.8,9.1,2.32,1.36,0.79,2.87,1.51,3.02,0.47,20.08,0.25,6.35,1.53,0.19,15.17,1.08,52.72,630.64,204.29,104.4,99.89,TDL,black,945.1,434780,45.9,20.6,206000
9446839,Dart,40750,28-Jun-94,16.5,I,5,Ye,4.6,18,5.55,20.6,25,0.03,1.77,0.73,3.24,,0.35,9.8,0.31,1.39,22.25,1.4,4.2,84,6.2,3.4,0.5,0.51,3.5,1.73,3.7,0.54,23.22,0.36,9,0.12,0.31,25.09,1.52,74.71,210,120,47,73,TDL,black,10756.5,3806668,207.7,51.8,518000
9446869,Dart,40750,25-Jul-94,15.2,I,5,Ye,4.3,21,5.57,20.8,25,0.03,1.77,0.47,3.59,,0.46,12.88,0.27,1.2,19.13,1.51,4.53,90.6,4.5,1.6,0.5,0.51,0.83,1.58,3.38,0.53,22.79,0.36,9,0.12,0.3,24.52,1.8,88.14,164,93,58,35,TDL,black,10756.5,3806668,207.7,51.8,518000
9446959,Dart,40750,24-Aug-94,16,I,7,Ye,5.5,21,5.8,4.5,25,0.03,1.77,,3.22,,,,0.25,1.09,17.36,1.62,4.86,97.2,4.3,1.9,0.5,0.48,1.09,1.78,3.81,0.57,24.51,0.32,8,0.14,0.31,25.67,1.96,95.95,157,63,32,31,TDL,black,10756.5,3806668,207.7,51.8,518000
9546851,Dart,40750,20-Jun-95,14.5,I,3,Ye,4.6,18,6,22.35,30,0.04,2.12,0.72,2.65,,0.57,15.88,0.3,1.31,20.9,1.49,4.48,89.58,2.3,1.8,4.4,0.55,0.34,2.04,4.37,0.68,29.24,0.39,9.75,0.05,0.34,27.88,1.67,81.66,144,56,25,31,TDL,black,10756.5,3806668,207.7,51.8,518000
9546892,Dart,40750,9-Aug-95,15.3,I,6,Ye,5.65,22,5.45,6.1,40,0.05,2.83,0.51,3.08,,0.47,13.1,0.29,1.26,20.2,1.52,4.55,90.95,,1.87,2,0.35,1.57,2.1,4.49,0.72,30.96,0.32,8,0.12,0.34,27.88,1.24,60.88,181,35,28,7,TDL,black,10756.5,3806668,207.7,51.8,518000
9546987,Dart,40750,13-Sep-95,15.7,I,8,Ye,5.2,25,4.83,-30.3,16,0.02,1.13,1.72,3.5,,0.54,15.23,0.28,1.23,19.63,1.49,4.48,89.51,2.92,2.73,1.2,0.56,1.72,0.22,0.47,0.7,30.1,0.38,9.5,0.1,0.35,28.7,0.37,18.05,88,53,10,43,TDL,black,10756.5,3806668,207.7,51.8,518000
9646753,Dart,40750,26-Jun-96,17,I,5,Ye,3.5,17.8,5.17,-3.5,6,0.01,0.42,0.56,6.07,,,,0.2,0.89,14.17,1.46,4.38,87.6,4.51,1.36,2.14,0.58,1.48,0.31,0.66,0.54,23.22,0.3,7.5,0.13,0.27,22.14,1.11,54.54,300,191,65,126,TDL,black,10756.5,3806668,207.7,51.8,518000
9646819,Dart,40750,22-Jul-96,15.5,I,6,Ye,3.8,16.6,5.45,5.4,5,0.01,0.35,0.52,4.26,,0.31,8.68,0.18,0.81,13.04,1.27,3.81,76.2,5.14,1.04,0.5,0.41,1.19,0.2,0.43,0.55,23.65,0.29,7.25,0.15,0.29,23.78,1.25,61.11,261,120,59,61,TDL,black,10756.5,3806668,207.7,51.8,518000
9646891,Dart,40750,20-Aug-96,15.4,I,5,Ye,4.2,18.4,5.7,6.22,9,0.01,0.64,1.17,4.48,,0.45,12.71,0.22,0.99,15.8,1.65,4.95,99,4.15,1.7,0.5,0.46,2.05,1.42,3.04,0.58,24.94,0.3,7.5,0.05,0.3,24.6,1.54,75.45,175,80,75,5,TDL,black,10756.5,3806668,207.7,51.8,518000
9746854,Dart,40750,9-Jul-97,15.3,I,4,Ye,4,19.1,5.75,9.7,30,0.04,2.12,0.25,3.9,0.03,0.25,7,0.34,1.51,24.09,1.58,4.74,94.8,3.8,1.66,1.6,0.45,1.02,1.77,3.79,0.59,25.37,0.34,8.5,0.11,0.22,18.04,1.75,85.7,164,90,24,66,TDL,black,10756.5,3806668,207.7,51.8,518000
9746926,Dart,40750,19-Aug-97,15,I,5,Ye,4.2,17.8,5.85,11,5,0.01,0.35,0.25,3.5,0.13,0.16,4.48,0.26,1.15,18.42,1.42,4.26,85.2,3.9,1.1,1.5,0.44,1.9,1.55,3.31,0.61,26.23,0.37,9.25,0.12,0.35,28.7,1.63,79.8,148,52,19,33,TDL,black,10756.5,3806668,207.7,51.8,518000
9846658,Dart,40750,13-Jul-98,15.3,I,5,Ye,3.5,19.5,5.6,5.89,2.5,0,0.18,0.43,5.35,0.03,0.39,10.89,0.18,0.81,12.9,1.65,4.94,98.89,3.89,1.08,2.25,0.42,2.18,1.65,3.53,0.55,23.82,0.33,8.13,0.11,0.26,20.99,1.77,86.76,,107.38,52.39,54.99,TDL,black,10756.5,3806668,207.7,51.8,518000
9846730,Dart,40750,17-Aug-98,15.3,I,4,Ye,3,15.6,5.73,3.71,7.63,0.01,0.54,0.25,4.9,0.07,0.28,7.84,0.16,0.71,11.34,1.37,4.11,82.2,7.64,2.5,7.06,0.43,2.73,0.13,0.28,0.57,24.47,0.26,6.38,0.14,0.31,25.42,1.37,67.01,,67.53,22.7,44.83,TDL,black,10756.5,3806668,207.7,51.8,518000
9946156,Dart,40750,30-Jun-99,15.8,I,3,Ye,5,24.6,6.17,25.8,12.55,0.02,0.89,0.6,2.35,0.03,0.35,9.8,0.24,1.06,17.01,1.34,4.02,80.4,5,2,1.65,0.44,0.9,2.01,4.29,0.68,29.2,0.36,9.03,0.17,0.34,28.21,1.3,63.7,134.78,19.71,3.71,16,TDL,black,10756.5,3806668,207.7,51.8,518000
9946231,Dart,40750,23-Aug-99,15.8,I,5,Ye,5,17.8,6.2,15.1,0.5,0,0.04,,1.39,0.05,0.41,11.48,0.19,0.84,13.46,1.48,4.44,88.8,3.23,2.08,0.5,0.4,1.75,1.49,3.18,0.73,31.56,0.39,9.73,0.11,0.34,27.88,1.69,82.86,75.8,10.54,0,10.54,TDL,black,10756.5,3806668,207.7,51.8,518000
10046560,Dart,40750,13-Jul-00,16.9,I,5,Ye,3.8,16.6,5.73,8.26,7.22,0.01,0.51,0.5,3.29,0.06,0.38,10.56,0.15,0.68,10.91,1.44,4.32,86.46,4.19,1.51,1.11,0.37,0,1.57,3.36,0.53,22.58,0.3,7.43,0.05,0.27,22.22,1.75,85.51,172.29,48.11,23.53,24.57,TDL,black,10756.5,3806668,207.7,51.8,518000
10046633,Dart,40750,23-Aug-00,16.5,I,7,Ye,3.8,15.9,5.7,13.12,9.7,0.01,0.69,0.5,4.11,0.07,0.31,8.54,0.13,0.55,8.86,1.43,4.29,85.86,5.08,4.09,1.03,0.41,3.12,1.35,2.89,0.59,25.33,0.3,7.48,0.24,0.26,21.16,1.66,81.34,151.7,68.05,25.78,42.27,TDL,black,10756.5,3806668,207.7,51.8,518000
10146068,Dart,40750,18-Jul-01,16.8,I,4,Ye,4.5,15.1,6.03,14.89,2.5,0,0.18,0.42,3.78,0.05,0.78,21.9,0.2,0.9,14.46,1.29,3.86,77.22,4.18,2.67,1.13,0.39,1.59,1.42,3.04,0.71,30.36,0.3,7.6,0.13,0.26,21.65,2,97.85,165.52,51.42,6.13,45.29,TDL,black,10756.5,3806668,207.7,51.8,518000
10146148,Dart,40750,8-Aug-01,16.1,I,3,Ye,4.8,17,6.33,22.57,2.5,0,0.18,0.54,2.47,0.06,0.37,10.3,0.22,0.97,15.59,1.45,4.36,87.12,3.25,0.5,1.51,0.4,1.72,1.37,2.93,0.56,24.04,0.3,7.5,0.13,0.28,23.29,1.67,81.68,115.27,28.36,4.27,24.09,TDL,black,10756.5,3806668,207.7,51.8,518000
10246070,Dart,40750,13-Aug-02,16,I,4,Ye,6.2,20.6,6.36,28.54,24.74,0.03,1.75,0.46,2.98,0.07,0.41,11.59,0.2,0.9,14.39,1.43,4.3,85.98,1.71,1.74,1.6,0.32,1.16,2,4.28,0.71,30.44,0.32,8.03,0.13,0.32,26.24,1.94,94.96,106.23,19.09,0,19.09,TDL,black,10756.5,3806668,207.7,51.8,518000
10246152,Dart,40750,10-Sep-02,15.5,I,6,Ye,6.1,17.9,6.33,17.32,5,0.01,0.35,0.5,2.3,0.07,0.43,12.01,0.21,0.93,14.95,1.55,4.65,93.06,2.57,1.3,0.5,0.35,1.01,1.83,3.92,0.7,29.93,0.4,9.9,0.13,0.33,27.14,1.85,90.41,78.2,7.12,0,7.12,TDL,black,10756.5,3806668,207.7,51.8,518000
10346073,Dart,40750,16-Jul-03,15.7,I,3,Ye,3,16.9,6.18,19.92,20.58,0.03,1.46,,2.6,0.08,0.44,12.24,0.21,0.95,15.16,1.42,4.25,84.9,4.17,1.43,1.37,0.33,1.3,1.63,3.49,0.67,28.72,0.34,8.55,0.13,0.3,24.35,1.73,84.87,167.32,32.11,0.25,31.86,TDL,black,10756.5,3806668,207.7,51.8,518000
10346159,Dart,40750,13-Aug-03,,I,,Ye,,18.1,5.96,9.72,6,0.01,0.42,0.51,2.74,0.07,0.36,9.97,0.19,0.86,13.75,1.47,4.42,88.32,4.02,1.85,1,0.36,2.24,1.49,3.19,0.64,27.48,0.32,7.93,0.13,0.26,21.32,1.85,90.45,153.26,44.64,0.38,44.26,TDL,black,10756.5,3806668,207.7,51.8,518000
10346186,Dart,40750,5-Sep-03,16,I,6,Ye,5,18.5,6.1,15.71,14.47,0.02,1.02,,3.68,0.07,0.4,11.14,0.17,0.75,12.05,1.51,4.53,90.6,3.19,1.01,1.49,0.37,1.47,1.29,2.76,0.63,27.13,0.31,7.65,0.13,0.29,23.7,1.73,84.92,139.31,29.32,0,29.32,TDL,black,10756.5,3806668,207.7,51.8,518000
10446072,Dart,40750,6-Jul-04,15.5,I,1,Ye,4.4,15.1,5.84,20.16,5,0.01,0.35,0.4,2.32,0.05,0.32,8.9,0.21,0.92,14.67,1.41,4.22,84.48,4.23,0.5,1.09,0.34,1.07,1.57,3.36,0.64,27.39,0.33,8.35,0.13,0.3,24.85,1.5,73.26,194.95,40.56,14.19,26.36,TDL,black,10756.5,3806668,207.7,51.8,518000
10446157,Dart,40750,11-Aug-04,15.8,I,6,Ye,4.7,14.9,6.09,18.66,5,0.01,0.35,0.5,2.19,0.06,0.33,9.27,0.16,0.7,11.27,1.29,3.86,77.1,2.61,1.63,1.07,0.34,1.68,1.8,3.85,0.63,27.13,0.33,8.18,0.13,0.31,25.09,1.61,79.04,133.51,29.28,8.61,20.67,TDL,black,10756.5,3806668,207.7,51.8,518000
10546073,Dart,40750,19-Jul-05,16.5,I,4,Ye,,18.3,6.23,18.75,5,0.01,0.35,0.58,2.9,0.06,0.63,17.64,0.2,0.86,13.82,1.25,3.75,75,3.52,0.5,1,0.37,2.18,1.74,3.72,0.77,32.9,0.35,8.78,0.25,0.29,24.03,1.66,81.14,146.82,32.46,9.07,23.39,TDL,black,10756.5,3806668,207.7,51.8,518000
10546158,Dart,40750,16-Aug-05,15.5,I,4,Ye,4.9,18.6,6.38,25.73,5,0.01,0.35,0.48,2.6,0.06,0.48,13.47,0.14,0.6,9.64,1.3,3.9,78,3.85,3.37,0.5,0.31,,1.42,3.04,0.75,32.25,0.36,8.9,0.21,0.3,24.85,1.52,74.48,115.39,23.5,6.21,17.3,TDL,black,10756.5,3806668,207.7,51.8,518000
10646072,Dart,40750,17-Jul-06,16,I,3,Ye,2.5,16.4,5.75,12.54,5,0.01,0.35,0.46,3.82,0.05,0.41,11.54,0.09,0.38,6.08,1.19,3.57,71.4,6.02,3.65,2.21,0.33,3.27,1.45,3.1,0.6,25.67,0.27,6.65,0.28,0.24,19.27,1.57,76.83,255.52,66.22,23.12,43.09,TDL,black,10756.5,3806668,207.7,51.8,518000
10646159,Dart,40750,15-Aug-06,15.5,I,6,Ye,4.6,16.4,6.03,13.89,11.3,0.01,0.8,0.74,3.6,0.01,0.31,8.71,,,,,,,4.52,2.7,1.95,0.28,2.99,1.22,2.61,0.65,27.95,0.27,6.75,0.13,0.25,20.17,1.5,73.26,201.41,44.14,14.11,30.03,TDL,black,10756.5,3806668,207.7,51.8,518000
10746031,Dart,40750,39276,15.7,I,4,Ye,4.75,16.3,6.08,12.7,14.1,0.02,1,0.53,2.38,0.06,0.47,13.08,0.32,1.4,22.4,1.32,3.96,79.2,4.7,1.63,2.52,0.47,1.12,1.73,3.7,0.62,26.49,0.3,7.6,0.13,0.28,22.88,1.59,77.86,133.61,112.52,75.31,37.21,TDL,black,10756.5,3806668,207.7,51.8,518000
10746073,Dart,40750,39294,16.2,I,3,Ye,5,15.8,6.27,16.33,5,0.01,0.35,0.54,0.72,0.05,0.48,13.47,0.23,1.01,16.16,1.08,3.24,64.8,2.8,4.49,0.8,0.39,1.31,1.7,3.64,0.64,27.69,0.3,7.6,0.11,0.26,21.24,1.6,78.35,118.76,27.85,9.88,17.97,TDL,black,10756.5,3806668,207.7,51.8,518000
10846032,Dart,40750,39629,17.5,I,3,Ye,4.5,7.7,6.06,22.02,32.5,0.04,2.3,0.52,1.81,0.05,0.57,15.93,0.15,0.67,10.72,1.15,3.45,69,2.77,3.92,2.36,0.46,1.31,1.53,3.27,0.54,23.01,0.33,8.15,0.13,0.21,17.3,1.95,95.45,91.7,43.42,35.27,8.15,TDL,black,10756.5,3806668,207.7,51.8,518000
10846073,Dart,40750,39666,16.5,I,5,Ye,4.5,11.4,6.06,18.47,15.3,0.02,1.08,0.88,2.37,0.06,0.36,10.02,0.12,0.51,8.16,1.18,3.54,70.8,2.52,1.96,1.38,0.15,2.4,1.56,3.34,0.5,21.33,0.24,5.93,0.13,0.21,17.38,1.85,90.8,151.72,43.93,27.09,16.84,TDL,black,10756.5,3806668,207.7,51.8,518000
11046032,Dart,40750,40366,15.5,I,1,Ye,2.9,17.2,6.13,23.83,15.8,0.02,1.12,0.45,3.55,0.05,0.36,9.97,0.03,0.11,1.76,1.12,3.36,67.2,5.38,3.52,0.97,0.19,2.81,1.55,3.32,0.71,30.57,0.24,5.88,0.13,0.19,15.17,1.06,51.94,174.92,43.63,19.83,23.8,TDL,black,10756.5,3806668,207.7,51.8,518000
11046074,Dart,40750,40402,16,I,5,Ye,4,16.7,6.47,27.31,21.4,0.03,1.51,0.67,3.58,0.06,0.67,18.73,0.05,0.23,3.68,1.53,4.59,91.8,3.71,0.5,2.12,0.16,2.9,1.51,3.23,0.67,28.94,0.22,5.48,,0.2,16.15,1.27,62.23,130.59,23.1,7.07,16.03,TDL,black,10756.5,3806668,207.7,51.8,518000
11146030,Dart,40750,14-Jul-11,14,I,4,Ye,3.5,8.8,6.2,20.48,23.2,0.03,1.64,0.59,3.73,0.03,0.3,8.32,0.07,0.3,4.78,0.59,1.77,35.4,5.08,2.97,2.91,0.42,1.78,1.55,3.32,0.56,24.08,0.28,7.03,0.33,0.22,17.96,1.42,69.43,132.34,55.37,26.82,28.55,TDL,black,10756.5,3806668,207.7,51.8,518000
11146070,Dart,40750,9-Aug-11,14.5,I,4,Ye,3.2,13.9,6.37,25.19,15.7,0.02,1.11,0.63,3.8,0.03,0.5,14.08,0.05,0.24,3.86,0.63,1.89,37.38,3.49,3.16,1.21,0.2,2.54,1.4,3,0.59,25.37,0.29,7.18,0.13,0.23,18.94,1.39,68.11,136.65,22.05,3.05,19,TDL,black,10756.5,3806668,207.7,51.8,518000
11246031,Dart,40750,10-Jul-12,15,I,4,Ye,4.5,15.9,6.52,37.77,30.4,0.039,2.15,0.68,2.312,0.0556,0.424,11.872,0.159,0.704,11.267,0.829,2.487,49.74,5.059,2.34,1.765,0.425,1.48,1.57,3.36,0.647,27.821,0.248,6.2,0.176,0.27,22.14,2.284,111.916,170.88,17.917,3.697,14.22,TDL,black,10756.5,3806668,207.7,51.8,518000
11246070,Dart,40750,7-Aug-12,16,I,4,Ye,4,17.4,6.62,44.6,17,0.022,1.202,0.742,3.209,0.0643,0.468,13.104,0.132,0.585,9.354,0.839,2.517,50.34,3.21,2.85,0.381,0.419,1.94,1.51,3.23,0.675,29.025,0.3,7.5,0.144,0.284,23.288,2.339,114.611,125.83,10.362,1.16,9.2,TDL,black,10756.5,3806668,207.7,51.8,518000
9446852,Dart,40750,28-Jun-94,16.5,G,15,Yh,4.6,24,5.48,7.3,110,0.14,7.78,0.7,3.92,,0.42,11.76,0.32,1.43,22.82,1.42,4.26,85.2,7.6,3.4,1.1,0.78,0.65,2.07,4.43,0.51,21.93,0.4,10,0.23,0.31,25.17,1.52,74.68,,,,,TDL,black,10756.5,3806668,207.7,51.8,518000
9446870,Dart,40750,25-Jul-94,15.2,G,14,Yh,4.3,23,5.57,20.6,160,0.21,11.32,0.48,3.19,,0.48,13.44,0.29,1.28,20.41,1.52,4.56,91.2,5.1,1.8,1.1,0.65,0.38,2.05,4.39,0.5,21.5,0.38,9.5,0.37,0.31,25.67,1.62,79.57,330,170,78,92,TDL,black,10756.5,3806668,207.7,51.8,518000
9446960,Dart,40750,24-Aug-94,16,G,15,Yh,5.5,22,6.71,59.2,380,0.49,26.88,,5.09,,,,0.14,0.62,9.92,1.39,4.17,83.4,12.3,7,1.5,0.69,2.11,2.51,5.37,0.56,24.08,0.4,10,3.17,0.3,24.68,1.93,94.58,416,160,63,97,TDL,black,10756.5,3806668,207.7,51.8,518000
9546853,Dart,40750,20-Jun-95,14.5,G,14,Yh,4.6,21,5.63,10.3,50,0.06,3.54,1.64,2.71,,0.56,15.68,0.31,1.37,21.97,1.42,4.26,85.14,8.8,2.1,8.25,2.03,,1.84,3.94,0.65,27.95,0.38,9.5,0.05,0.33,27.06,1.56,76.43,245,88,42,46,TDL,black,10756.5,3806668,207.7,51.8,518000
9546893,Dart,40750,9-Aug-95,15.3,G,14,Yh,5.65,22,5.66,-4,70,0.09,4.95,1.84,3.21,,0.48,13.33,0.36,1.59,25.44,1.24,3.72,74.34,,1.01,1.1,0.49,0.94,2.27,4.86,0.7,30.1,0.34,8.5,0.12,0.34,27.88,1.59,77.93,221,76,46,30,TDL,black,10756.5,3806668,207.7,51.8,518000
9546988,Dart,40750,13-Sep-95,15.7,G,15,Yh,5.2,22,6.25,,246,0.32,17.4,4.9,5.16,,0.58,16.24,0.06,0.25,3.97,1.12,3.35,66.92,10.6,5.96,1.72,0.91,1.63,0.5,1.07,0.7,30.1,0.42,10.5,4.75,0.35,28.7,1.41,69.29,337,71,56,15,TDL,black,10756.5,3806668,207.7,51.8,518000
9646754,Dart,40750,26-Jun-96,17,G,16,Yh,3.5,18.9,5.6,19.7,169,0.22,11.95,2.46,6.7,,0.32,8.96,0.2,0.89,14.17,1.21,3.63,72.6,8.99,1.22,2.32,0.78,0.48,1.2,2.57,0.56,24.08,0.33,8.25,0.45,0.3,24.6,1.43,70.21,302,190,70,120,TDL,black,10756.5,3806668,207.7,51.8,518000
9646821,Dart,40750,22-Jul-96,15.5,G,14,Yh,3.8,27.2,5.65,27.99,137,0.18,9.69,2.41,3.79,,0.47,13.16,0.27,1.19,19.06,1.51,4.53,90.6,5.48,1.04,,0.68,0.19,0.6,1.28,0.58,24.94,0.32,8,0.53,0.32,26.24,1.54,75.4,318,180,73,107,TDL,black,10756.5,3806668,207.7,51.8,518000
9646892,Dart,40750,20-Aug-96,15.4,G,14,Yh,4.2,20.5,6.38,39.22,311,0.4,22,1.26,4.32,,0.46,12.99,0.19,0.84,13.39,1.53,4.6,92.04,11.47,3.27,,1.02,0.51,1.99,4.26,0.6,25.8,0.34,8.5,2.3,0.33,27.06,1.83,89.44,393,160,97,63,TDL,black,10756.5,3806668,207.7,51.8,518000
9746855,Dart,40750,9-Jul-97,15.3,G,14,Yh,4,20.5,5.52,24.5,70,0.09,4.95,1.78,4.1,0.14,0.31,8.68,0.32,1.42,22.68,1.54,4.62,92.4,3.8,1.37,1.3,0.57,0.29,2.07,4.43,0.58,24.94,0.36,9,0.16,0.34,27.88,1.69,82.75,183,81,40,41,TDL,black,10756.5,3806668,207.7,51.8,518000
9746928,Dart,40750,19-Aug-97,15,G,14,Yh,4.2,19.4,5.78,2,150,0.19,10.61,2.33,4.2,0.13,0.16,4.48,0.27,1.2,19.13,1.39,4.17,83.4,6.2,1.4,1.3,0.82,0.5,2.06,4.4,0.6,25.8,0.44,11,0.92,0.32,26.49,1.59,77.97,338,200,93,107,TDL,black,10756.5,3806668,207.7,51.8,518000
9846659,Dart,40750,13-Jul-98,15.3,G,14,Yh,3.5,21.6,5.7,8.37,45.64,0.06,3.23,2.25,4.29,0.03,0.3,8.47,0.31,1.36,21.83,1.21,3.62,72.36,3.89,1.14,2.42,0.66,0.22,2.15,4.6,0.55,23.74,0.42,10.5,2.63,0.27,22.39,1.56,76.36,,184.28,68.54,115.73,TDL,black,10756.5,3806668,207.7,51.8,518000
9846731,Dart,40750,17-Aug-98,15.3,G,14,Yh,3,18.5,6.38,27.01,366.5,0.47,25.92,4.38,5.37,0.07,0.38,10.64,0.24,1.06,17.01,1.41,4.23,84.6,11.01,4.91,5.7,1.13,0.7,2.27,4.85,0.58,25.07,0.26,6.38,2.77,0.35,28.45,1.76,86.09,,73.08,31.3,41.78,TDL,black,10756.5,3806668,207.7,51.8,518000
9946157,Dart,40750,30-Jun-99,15.75,G,15,Yh,5,23,5.86,20.52,190.35,0.24,13.46,4.3,2.66,0.05,0.3,8.4,0.2,0.89,14.17,1.3,3.9,78,9.28,2.96,1.31,0.81,0.35,2.3,4.92,0.6,25.97,0.37,9.13,1.14,0.32,26.57,1.74,85.46,368.86,54.48,20.59,33.89,TDL,black,10756.5,3806668,207.7,51.8,518000
9946232,Dart,40750,23-Aug-99,15.75,G,15,Yh,5,18.8,6.76,66.81,169.06,0.22,11.96,,2.07,0.06,0.34,9.52,0.06,0.27,4.25,1.15,3.45,69,9.6,6.01,5.46,1.34,1.06,2.24,4.79,0.62,26.53,0.38,9.58,4.85,0.33,27.39,1.54,75.61,498.38,36.18,15.82,20.37,TDL,black,10756.5,3806668,207.7,51.8,518000
10046562,Dart,40750,13-Jul-00,16.9,G,16,Yh,3.8,19.1,6.04,15.55,213.7,0.27,15.12,1.94,3.84,0.07,0.39,10.84,0.2,0.88,14.03,1.47,4.42,88.38,6.67,1.67,1.28,0.64,0,2.33,4.99,0.59,25.54,0.36,8.88,0.46,0.28,22.96,1.67,81.73,298.97,82.25,27.78,54.47,TDL,black,10756.5,3806668,207.7,51.8,518000
10046634,Dart,40750,23-Aug-00,16.5,G,16,Yh,3.8,19.4,6.7,53.02,427.23,0.55,30.22,6.48,3.27,0.08,0.36,9.97,0.12,0.55,8.79,1.33,4,79.98,15.24,7.16,3.35,1.29,0.94,2.22,4.75,0.6,25.89,0.4,9.9,4.18,0.3,24.68,1.75,85.8,371.56,49.65,30.08,19.57,TDL,black,10756.5,3806668,207.7,51.8,518000
